cod_infracao;des_infracao;des_abreviada;enquadramento;valor;qtd_pontos;tip_medicao;responsavel;fracao;valor_adicional;dat_fimvigencia;dat_iniciovigencia;fk_id_observacao_infracao
"70051";"Deixar de atualizar o cadastro de registro do veículo                                                                                                                                                                                                                                                                                                                                                           ";"Deixar de atualizar o cadastro de registro do veículo";"241";53.20;3;(null);"P";(null);(null);"2008-01-22";(null);(null)
"70052";"Deixar de atualizar o cadastro de habilitação do condutor                                                                                                                                                                                                                                                                                                                                                       ";"Deixar de atualizar o cadastro de habilitação do condutor";"241";53.20;3;(null);"C";(null);(null);"2008-01-22";(null);(null)
"72771";"Deixar de manter acesa pelo menos as luzes de posição sob chuva forte, quando o veículo estiver em movimento                                                                                                                                                                                                                                                                                                    ";"Deixar de manter acesa pelo menos as luzes de posição sob ch";"250 II";85.13;4;(null);"C";(null);(null);"2005-10-24";(null);(null)
"72772";"Deixar de manter acesa pelo menos as luzes de posição sob neblina, quando o veículo estiver em movimento                                                                                                                                                                                                                                                                                                        ";"Deixar de manter acesa pelo menos as luzes de posição sob ne";"250 II";85.13;4;(null);"C";(null);(null);"2005-10-24";(null);(null)
"72773";"Deixar de manter acesa pelo menos as luzes de posição sob cerração, quando o veículo estiver em movimento                                                                                                                                                                                                                                                                                                       ";"Deixar de manter acesa pelo menos as luzes de posição sob ce";"250 II";85.13;4;(null);"C";(null);(null);"2005-10-24";(null);(null)
"70131";"Fazer falsa declaração de domicilio para fins de registro e licenciamento                                                                                                                                                                                                                                                                                                                                       ";"Fazer falsa declaração de domicilio para fins de registro e licenciamento";"242";191.54;7;(null);"P";(null);(null);"2008-01-22";(null);(null)
"70132";"Fazer falsa declaração de domicilio para fins de habilitação                                                                                                                                                                                                                                                                                                                                                    ";"Fazer falsa declaração de domicilio para fins de habilitação";"242";191.54;7;(null);"C";(null);(null);"2008-01-22";(null);(null)
"70210";"Deixar a empresa seguradora de comunicar ao Órgão Executivo de Trânsito competente a ocorrência de perda total do veículo e de lhe devolver as respectivas placas e documentos                                                                                                                                                                                                                                  ";"Deixar a empresa seguradora de comunicar ao Órgão Executivo de Trânsito competen";"243";127.69;5;(null);"I";(null);(null);"2008-01-22";(null);(null)
"70300";"Conduzir motocicleta, motoneta ou ciclomotor sem usar capacete de segurança com viseira ou óculos de proteção e vestuário de acordo com as normas e especificações aprovadas pelo CONTRAN                                                                                                                                                                                                                       ";"Conduzir motocicleta, motoneta ou ciclomotor sem usar capacete de segurança com ";"244 I";191.54;7;(null);"C";(null);(null);"2008-02-15";(null);(null)
"70301";"Conduzir motocicleta, motoneta ou ciclomotor sem usar  capacete de segurança                                                                                                                                                                                                                                                                                                                                    ";"Conduzir motocicleta, motoneta ou ciclomotor sem usar  capacete de segurança";"244 I";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70302";"Conduzir motocicleta, motoneta ou ciclomotor com  capacete de segurança sem viseira ou óculos de proteção                                                                                                                                                                                                                                                                                                       ";"Conduzir motocicleta, motoneta ou ciclomotor com  capacete de segurança sem vise";"244 I";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70303";"Conduzir motocicleta, motoneta ou ciclomotor sem usar vestuário de acordo com as normas e especificações aprovadas pelo CONTRAN                                                                                                                                                                                                                                                                                 ";"Conduzir motocicleta, motoneta ou ciclomotor sem usar vestuário de acordo com as";"244 I";191.54;7;(null);"C";0.00;0.00;(null);(null);(null)
"70480";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro, sem usar capacete de segurança com viseira ou óculos de proteção ou fora do assento suplementar colocado atrás do condutor ou com carro lateral                                                                                                                                                                                          ";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro, sem usar ";"244 II";191.54;7;(null);"C";(null);(null);"2008-02-15";(null);(null)
"70481";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro sem o capacete de segurança                                                                                                                                                                                                                                                                                                               ";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro sem o capa";"244 II";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70482";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com  capacete de segurança sem viseira ou óculos de proteção                                                                                                                                                                                                                                                                              ";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro com  capac";"244 II";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70483";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro fora do assento suplementar colocado atrás do condutor ou em carro lateral                                                                                                                                                                                                                                                                ";"Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro fora do as";"244 II";191.54;7;(null);"C";0.00;0.00;(null);(null);(null)
"70560";"Conduzir motocicleta, motoneta ciclomotor e ciclo fazendo malabarismo ou equilibrando-se apenas em apenas uma das rodas                                                                                                                                                                                                                                                                                         ";"Conduzir motocicleta, motoneta ciclomotor e ciclo fazendo malabarismo ou equilib";"244 III";191.54;7;(null);"C";(null);(null);"2008-02-15";(null);(null)
"70561";"Conduzir motocicleta, motoneta, ciclomotor  fazendo malabarismo ou equilibrando-se apenas em uma roda                                                                                                                                                                                                                                                                                                           ";"Conduzir motocicleta, motoneta, ciclomotor  fazendo malabarismo ou equilibrando-";"244 III";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70562";"Conduzir ciclo fazendo malabarismo ou equilibrando-se apenas em uma roda                                                                                                                                                                                                                                                                                                                                        ";"Conduzir ciclo fazendo malabarismo ou equilibrando-se apenas em uma roda";"244 III";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70640";"Conduzir motocicleta, motoneta e ciclomotor com os faróis apagados                                                                                                                                                                                                                                                                                                                                              ";"Conduzir motocicleta, motoneta e ciclomotor com os faróis apagados";"244 IV";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"70720";"Conduzir motocicleta, motoneta e ciclomotor transportando criança menor de sete anos ou que não tenha, nas circunstâncias, condição de cuidar de sua própria segurança                                                                                                                                                                                                                                          ";"Conduzir motocicleta, motoneta e ciclomotor transportando criança menor de sete ";"244 V";191.54;7;(null);"C";(null);(null);"2008-02-15";(null);(null)
"70800";"Conduzir motocicleta, motoneta, ciclomotor  rebocando outro veículo                                                                                                                                                                                                                                                                                                                                             ";"Conduzir motocicleta, motoneta, ciclomotor  rebocando outro veículo";"244 VI";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"70990";"Conduzir motocicleta, motoneta, ciclomotor e ciclo sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras                                                                                                                                                                                                                                                                       ";"Conduzir motocicleta, motoneta, ciclomotor e ciclo sem segurar o guidom com amba";"244 VII";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"70991";"Conduzir motocicleta, motoneta, ciclomotor  sem segurar o guidom com  ambas as mãos, salvo eventualmente para indicação de manobras                                                                                                                                                                                                                                                                             ";"Conduzir motocicleta, motoneta, ciclomotor  sem segurar o guidom com  ambas as m";"244 VII";85.13;4;(null);"C";0.00;0.00;(null);(null);(null)
"70992";"Conduzir ciclo sem segurar o guidom com ambas as mãos, salvo eventualmente para indicação de manobras                                                                                                                                                                                                                                                                                                           ";"Conduzir ciclo sem segurar o guidom com ambas as mãos, salvo eventualmente para ";"244 § 1º";85.13;4;(null);"C";0.00;0.00;(null);(null);(null)
"71020";"Conduzir motocicleta, motoneta, ciclomotor e ciclo transportando carga incompatível com suas especificações                                                                                                                                                                                                                                                                                                     ";"Conduzir motocicleta, motoneta, ciclomotor e ciclo transportando carga incompatí";"244 VIII";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"71021";"Conduzir motocicleta, motoneta, ciclomotor  transportando carga incompatível com suas especificações                                                                                                                                                                                                                                                                                                            ";"Conduzir motocicleta, motoneta, ciclomotor  transportando carga incompatível com";"244 VIII";85.13;4;(null);"C";0.00;0.00;(null);(null);(null)
"71022";"Conduzir  ciclo transportando carga incompatível com suas especificações                                                                                                                                                                                                                                                                                                                                        ";"Conduzir  ciclo transportando carga incompatível com suas especificações";"244 § 1º";85.13;4;(null);"C";0.00;0.00;(null);(null);(null)
"71100";"Conduzir ciclo transportando passageiro fora da garupa ou do assento especial a ele destinado                                                                                                                                                                                                                                                                                                                   ";"Conduzir ciclo transportando passageiro fora da garupa ou do assento especial a ";"244 § 1 a";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"71290";"Conduzir ciclo e ciclomotor em vias de trânsito rápido ou rodovias salvo, onde houver acostamento ou faixa de rolamento própria                                                                                                                                                                                                                                                                                 ";"Conduzir ciclo e ciclomotor em vias de trânsito rápido ou rodovias salvo, onde h";"244 § 1 b";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"71291";"Conduzir ciclo  em vias de trânsito rápido salvo onde houver acostamento ou faixa de rolamento própria                                                                                                                                                                                                                                                                                                          ";"Conduzir ciclo  em vias de trânsito rápido salvo onde houver acostamento ou faix";"244 § 1 b";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"71292";"Conduzir ciclo em rodovias salvo onde houver acostamento ou faixa de rolamento própria                                                                                                                                                                                                                                                                                                                          ";"Conduzir ciclo em rodovias salvo onde houver acostamento ou faixa de rolamento p";"244 § 1 b";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"71293";"Conduzir ciclomotor  em vias de trânsito rápido salvo onde houver acostamento ou faixa de rolamento própria                                                                                                                                                                                                                                                                                                     ";"Conduzir ciclomotor  em vias de trânsito rápido salvo onde houver acostamento ou";"244 § 2º";85.13;4;(null);"C";0.00;0.00;"2008-02-15";(null);(null)
"71294";"Conduzir  ciclomotor em rodovias salvo onde houver acostamento ou faixa de rolamento própria                                                                                                                                                                                                                                                                                                                    ";"Conduzir  ciclomotor em rodovias salvo onde houver acostamento ou faixa de rolam";"244 § 2º";85.13;4;(null);"C";0.00;0.00;"2008-02-15";(null);(null)
"71370";"Conduzir ciclo transportando crianças que não tenham, nas circunstâncias, condições de cuidar de sua própria segurança                                                                                                                                                                                                                                                                                          ";"Conduzir ciclo transportando crianças que não tenham, nas circunstâncias, condiç";"244 § 1 c";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"71450";"Utilizar a via para depósito de mercadorias, materiais e equipamentos sem autorização do Órgão ou entidade de trânsito com circunscrição sobre a via                                                                                                                                                                                                                                                            ";"Utilizar a via para depósito de mercadorias, materiais e equipamentos sem autori";"245";127.69;5;(null);"I";(null);(null);"2008-05-01";(null);(null)
"71530";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veículo e pedestre, tanto no leito da via terrestre como na calcada, ou obstaculizar a via indevidamente, sem agravamento da penalidade pela Autoridade de Trânsito                                                                                                                                                                   ";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veícul";"246";191.54;7;(null);"I";(null);(null);"2008-02-15";(null);(null)
"71610";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veículo e pedestre, tanto no leito da via terrestre como na calcada, ou obstaculizar a via indevidamente, com agravamento da penalidade de duas vezes pela Autoridade de Trânsito                                                                                                                                                     ";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veícul";"246";383.08;7;(null);"I";(null);(null);"2008-02-15";(null);(null)
"71700";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veículo e pedestre, tanto no leito da via terrestre como na calcada, ou obstaculizar a via indevidamente, com agravamento da penalidade de três vezes pela Autoridade de Trânsito                                                                                                                                                     ";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veícul";"246";574.62;7;(null);"I";(null);(null);"2008-02-15";(null);(null)
"71880";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veículo e pedestre, tanto no leito da via terrestre como na calcada, ou obstaculizar a via indevidamente, com agravamento da penalidade de quatro vezes pela Autoridade de Trânsito                                                                                                                                                   ";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veícul";"246";766.16;7;(null);"I";(null);(null);"2008-02-15";(null);(null)
"71960";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veículo e pedestre, tanto no leito da via terrestre como na calcada, ou obstaculizar a via indevidamente, com agravamento da penalidade de quatro vezes pela Autoridade de Trânsito                                                                                                                                                   ";"Deixar de sinalizar qualquer obstáculo a livre circulação, a segurança de veícul";"246";957.70;7;(null);"I";(null);(null);"2008-02-15";(null);(null)
"72000";"Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos de tração ou propulsão humana e os de tração animal, sempre que não houver acostamento ou faixa a eles destinadas                                                                                                                                                                                                               ";"Deixar de conduzir pelo bordo da pista de rolamento, em fila única, os veículos ";"247";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"72180";"Transportar em veículo destinados ao transporte de passageiros, carga excedente em desacordo com as normas estabelecidas pelo CONTRAN                                                                                                                                                                                                                                                                           ";"Transportar em veículo destinados ao transporte de passageiros, carga excedente ";"248";127.69;5;(null);"P";(null);(null);(null);(null);(null)
"72260";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver parado para fins de embarque ou desembarque de passageiros e de carga ou descarga de mercadorias                                                                                                                                                                                                                                  ";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver pa";"249";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"72261";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver parado para fins de embarque ou desembarque de passageiros                                                                                                                                                                                                                                                                        ";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver pa";"249";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72262";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver parado para fins de carga e descarga de mercadorias                                                                                                                                                                                                                                                                               ";"Deixar de manter acesas a noite, as luzes de posição quando o veículo estiver pa";"249";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72340";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, durante a noite                                                                                                                                                                                                                                                                                                                      ";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, duran";"250 I a";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72420";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de dia, nos túneis providos de iluminação pública                                                                                                                                                                                                                                                                                    ";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de di";"250 I b";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72500";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de dia e de noite, tratando-se de veículos de transporte coletivo de passageiro, circulando em faixas ou pistas a ele destinadas                                                                                                                                                                                                     ";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de di";"250 I c";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72690";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de dia e de noite, tratando-se de ciclomotor                                                                                                                                                                                                                                                                                         ";"Deixar de manter acesa a luz baixa, quando o veículo estiver em movimento, de di";"250 I d";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72770";"Deixar de manter acesas pelo menos as luzes de posição sob chuva forte, neblina ou cerração, quando o veículo estiver em movimento                                                                                                                                                                                                                                                                              ";"Deixar de manter acesas pelo menos as luzes de posição sob chuva forte, neblina ";"250 II";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72850";"Deixar de manter a placa traseira iluminada à noite, quando o veículo estiver em movimento                                                                                                                                                                                                                                                                                                                      ";"Deixar de manter a placa traseira iluminada à noite, quando o veículo estiver em";"250 III";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"72930";"Utilizar as luzes do veículo, pisca alerta, exceto em imobilizações ou situações de emergência                                                                                                                                                                                                                                                                                                                  ";"Utilizar as luzes do veículo, pisca alerta, exceto em imobilizações ou situações";"251 I";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73070";"Utilizar luz alta e baixa intermitente, exceto quando permitido pelo CTB                                                                                                                                                                                                                                                                                                                                        ";"Utilizar luz alta e baixa intermitente, exceto quando permitido pelo CTB ";"251 II";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73150";"Dirigir o veículo com o braço do lado de fora                                                                                                                                                                                                                                                                                                                                                                   ";"Dirigir o veículo com o braço do lado de fora";"252 I";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73230";"Dirigir o veículo transportando pessoas, animais ou volume à sua esquerda ou entre os braços e pernas                                                                                                                                                                                                                                                                                                           ";"Dirigir o veículo transportando pessoas, animais ou volume à sua esquerda ou ent";"252 II";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"73231";"Dirigir o veículo transportando pessoas à sua esquerda ou entre os braços e pernas                                                                                                                                                                                                                                                                                                                              ";"Dirigir o veículo transportando pessoas à sua esquerda ou entre os braços e pern";"252 II";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73232";"Dirigir o veículo transportando animais à sua esquerda ou entre os braços e pernas                                                                                                                                                                                                                                                                                                                              ";"Dirigir o veículo transportando animais à sua esquerda ou entre os braços e pern";"252 II";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73233";"Dirigir o veículo transportando volume à sua esquerda ou entre os braços e pernas                                                                                                                                                                                                                                                                                                                               ";"Dirigir o veículo transportando volume à sua esquerda ou entre os braços e perna";"252 II";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73310";"Dirigir o veículo com incapacidade física ou mental temporária que comprometa a segurança do trânsito                                                                                                                                                                                                                                                                                                           ";"Dirigir o veículo com incapacidade física ou mental temporária que comprometa a ";"252 III";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73400";"Dirigir o veículo usando calçado que não se firme aos pés ou que comprometa a utilização dos pedais                                                                                                                                                                                                                                                                                                             ";"Dirigir o veículo usando calçado que não se firme aos pés ou que comprometa a ut";"252 IV";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73580";"Dirigir  o veículo com apenas uma das mãos, exceto quando deva fazer sinais regulamentares de braço, mudar a marcha do veículo ou acionar equipamentos e acessórios do veículo                                                                                                                                                                                                                                  ";"Dirigir  o veículo com apenas uma das mãos, exceto quando deva fazer sinais regu";"252 V";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73660";"Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem sonora ou de telefone celular                                                                                                                                                                                                                                                                                                     ";"Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem so";"252 VI";85.13;4;(null);"C";(null);(null);"2008-02-15";(null);(null)
"73661";"Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem sonora                                                                                                                                                                                                                                                                                                                            ";"Dirigir o veículo utilizando-se de fones nos ouvidos conectados a aparelhagem so";"252 VI";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73662";"Dirigir o veículo utilizando-se de telefone celular                                                                                                                                                                                                                                                                                                                                                             ";"Dirigir o veículo utilizando-se de telefone celular";"252 VI";85.13;4;(null);"C";(null);(null);(null);(null);(null)
"73740";"Bloquear a via com o veículo                                                                                                                                                                                                                                                                                                                                                                                    ";"Bloquear a via com o veículo";"253";191.54;7;(null);"C";(null);(null);(null);(null);(null)
"73820";"É proibido ao pedestre permanecer ou andar nas pistas de rolamento, exceto para cruza-las onde for permitido                                                                                                                                                                                                                                                                                                    ";"É proibido ao pedestre permanecer ou andar nas pistas de rolamento, exceto para ";"254 I";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"73821";"É proibido ao pedestre permanecer nas pistas de rolamento, exceto para cruza-las onde for permitido                                                                                                                                                                                                                                                                                                             ";"É proibido ao pedestre permanecer nas pistas de rolamento, exceto para cruza-las";"254 I";53.20;3;(null);"I";(null);(null);"2008-02-15";(null);(null)
"73822";"É proibido ao pedestre andar nas pistas de rolamento, exceto para cruza-las onde for permitido                                                                                                                                                                                                                                                                                                                  ";"É proibido ao pedestre andar nas pistas de rolamento, exceto para cruza-las onde";"254 I";53.20;3;(null);"I";(null);(null);"2008-02-15";(null);(null)
"73900";"É proibido ao pedestre cruzar pistas de rolamento nos viadutos, pontes ou túneis salvo onde exista permissão                                                                                                                                                                                                                                                                                                    ";"É proibido ao pedestre cruzar pistas de rolamento nos viadutos, pontes ou túneis";"254 II";53.20;3;(null);"I";(null);(null);"2008-02-15";(null);(null)
"73901";"É proibido ao pedestre cruzar pistas de rolamento nos viadutos, salvo onde exista permissão                                                                                                                                                                                                                                                                                                                     ";"É proibido ao pedestre cruzar pistas de rolamento nos viadutos, salvo onde exist";"254 II";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"73902";"É proibido ao pedestre cruzar pistas de rolamento nas pontes salvo onde exista permissão                                                                                                                                                                                                                                                                                                                        ";"É proibido ao pedestre cruzar pistas de rolamento nas pontes salvo onde exista p";"254 II";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"73903";"É proibido ao pedestre cruzar pistas de rolamento nos túneis, salvo onde exista permissão                                                                                                                                                                                                                                                                                                                       ";"É proibido ao pedestre cruzar pistas de rolamento nos túneis, salvo onde exista ";"254 II";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"74040";"É proibido ao pedestre atravessar a via dentro de áreas de cruzamento, salvo quando houver sinalização para esse fim                                                                                                                                                                                                                                                                                            ";"É proibido ao pedestre atravessar a via dentro de áreas de cruzamento, salvo qua";"254 III";53.20;3;(null);"I";(null);(null);"2003-08-27";(null);(null)
"74120";"É proibido ao pedestre utilizar-se da via em agrupamentos capazes de perturbar o trânsito ou para a pratica de qualquer folguedo, esportes, desfiles e similares, salvo em casos especiais e com a devida licença de Autoridade competente                                                                                                                                                                      ";"É proibido ao pedestre utilizar-se da via em agrupamentos capazes de perturbar o";"254 IV";53.20;3;(null);"I";(null);(null);"2003-10-27";(null);(null)
"74200";"É proibido ao pedestre andar fora da faixa própria, passarela, passagem aérea ou subterrânea                                                                                                                                                                                                                                                                                                                    ";"É proibido ao pedestre andar fora da faixa própria, passarela, passagem aérea ou";"254 V";53.20;3;(null);"I";(null);(null);"2008-02-15";(null);(null)
"74201";"É proibido ao pedestre andar fora da faixa própria                                                                                                                                                                                                                                                                                                                                                              ";"É proibido ao pedestre andar fora da faixa própria";"254 V";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"74202";"É proibido ao pedestre andar fora da passarela                                                                                                                                                                                                                                                                                                                                                                  ";"É proibido ao pedestre andar fora da passarela";"254 V";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"74203";"É proibido ao pedestre andar fora da passagem aérea                                                                                                                                                                                                                                                                                                                                                             ";"É proibido ao pedestre andar fora da passagem aérea";"254 V";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"74204";"É proibido ao pedestre andar fora da passagem subterrânea                                                                                                                                                                                                                                                                                                                                                       ";"É proibido ao pedestre andar fora da passagem subterrânea";"254 V";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
"74390";"É proibido ao pedestre desobedecer a sinalização de trânsito específica                                                                                                                                                                                                                                                                                                                                         ";"É proibido ao pedestre desobedecer a sinalização de trânsito específica";"254 VI";53.20;3;(null);"I";(null);(null);"1905-06-23";(null);(null)
